tweet,class
   aint kiss bitch anytim soon,0
 blaxxxican light  pussi,0
 got netflix watch fresh hoe  name chuck e im chucki ,0
 essenc fest  ill main stage  step uncl charli,1
 u unfollow cant dm u ill say your rude cunt  dm,0
 talk girl paid  sew show u atleast got type boss bitch  wth ,0
 cute text ey bitch come ,0
 one want see curvi women  karl  retard,0
 colt nationput yall money  chuassup ,0
 joedelawolfpack  bad hahahah  yall pussi,0
 lol rt  yo bitch dont read book eat fruit ,0
 charli strong texa back  better power big  anybodi,1
 trap keep fli that love   ayyyyy got hoe forev  huh ,0
 bitch get mommi  nigga,0
   drake trash  thank ass water ,0
 alreadi school fuck hate hope trip stage graduat ,0
 want affect  also want left alon  see issu ,0
 show lotta love sister tho bitch  im troubl,0
 nigga swear love honest bitch tho   salti bm,0
  urhighnesss  nah lemm chill love  like trick love  amp know ,0
  nasti pay bill ,0
 told bitch stop text phone shawti crazi  know ,0
 bitch frozen ever let  ,0
 histori test made bitch  haha,0
 punch victoriaaokk nose accid shock crap  bitch hurt ,0
 car hop differ world ghetto guy tri ask number  ghetto tho ,1
 tax fraud bet dare tweet vote  tweet dont polit,0
 jew lawyer doctor say nigga ran  say shit like queer though,0
 yall think ok  want us cool,0
 dude tri fuck ya bitch behind ya back tell aint good  happend,0
 east coast there color hair everywher must sweetest wave  layafac,1
 b oreo  thru ,1
 one singl bone bodi give fuck next bitch think ,0
 savageat think girlfriend get lock shed first one rapedpussyr  swerv,0
 dumb ass   next ,0
 peopl even get crush im like total  ,0
 helenbabeey look benz bitch ive shit ,0
 cool stori bitch pass   bitch,0
 girl stress  ion even hoe  shit say lol,0
 feel sorri anyon paid lic edc trash ,1
 queen latifah dyke id contempl fuck ,0
 whattheflocka lol love  littl bitch,0
 u want cig ur lovey gf wont go get potato   guilt trip citi lil bitch,0
 trade nike new mic guess safe say sold sole new life  ,1
 time amp place  decaf coffe never amp trash  mommymonday humor via jenerationpr amp theskimm,1
 best asian massag brooklyn park slope top rate spa    ,1
 best asian massag brooklyn park slope top rate spa    ,1
 best asian massag brooklyn park slope top rate spa    ,1
 best asian massag brooklyn park slope top rate spa    ,1
 best asian massag brooklyn park slope top rate spa    ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 best asian massag park slope top rate spa     ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 grand open   top class  orient massag  perfect  ,1
 lie your nigguh ,0
 bitch im win  ,0
amp defiant let bitch fw nigga alreadi get best  fuccin wit handmedown amp shit,0
amp keep bitch  part fashion nigga see see  catch traffic,0
amp bitch bound get hurt caus lot nigga play,0
amp fuck bitch,0
amp ion bitch yeah what understood dont need explain,0
amp sister realli go fucken deni yet spray room febreez  like realli bitch go deni,0
amp bitch ask jean sag cuz tryna hold bandz ,0
amp thot wear ugg rt  itsfallbecaus negro pull timb,1
ampamp hoe ,0
ampamp tha bitch start hate  that wen bitch lost ,0
ampamp hoe round open leg like walmart door,0
ampwhen say mean dyke ron wcw ,0
gtmfw rachet ass hoe drop scriptur religi stuff social media ,0
gtlt rt itstheboomshow fricknawesom metal monkey ball,0
ltltltltltltwhen bitch much twitter,0
ltltltwhen yellow outsid,1
lt nude trash,1
 joke asid  im goin thru niggah heart hurt smh   ,0
 hoe loyal ,0
 know believ  caus pussi mee  dont fuck mani niggah  dont fuck niggah  ,0
 annni say fuck niggah  soo weak   cant tell freak  aint lookin love  ,0
 august alsina deserv  niggah ,0
 babi moanin got zonenn  want bitch next pussi like ecstasi  ,0
 babyy moaaaanin  got zonenn want bitch next  pussi like ecstasi  ,0
 beat pussi till red like roster fuck get moovin like hoova  ,0
 love stress niggah ,0
 bitch caught bodi week ago  fuck us get tweekin hoe  run niggah get ,0
 broke tf outta niggah   stop playen defens,0
 caus hoe aint loyal  niggah aint either  go callin hitta aint ,0
 caus hoe aint loyal  nigga aint either   go callin hitter ,0
 club solo  deep  fuck valet caus park street  lordddd know  cant trust hoe  ,0
 dont ask im  feel  caus aint bitch dont got tf  im sad  fuck feel ,0
 dont sleep niggah chood  charleyhood ,0
 elza jone whipppppppen drift last night lol tu niggah ,0
 entertain flirtin ass niggah want  that gon yo niggah friend ass  ,0
 freshman year senior year  realli niggah start brother  year ago today  crazi ,0
 fuccccck niggah cali swag  rip jayar ,0
 fuck right pussi ,0
 fuck first night dont make hoe  ,0
 get head twitter niggah that bracken  ima babi momma killa  yo bitch get  ,0
 got niggah salti meeeee caus yo dream bitch main slide ,0
 happppppi birthdayyyi  lol  niggah realli  bitch   ,0
 happi birthday main niggah right  minut dream bein rich ,0
 hate femal got mental niggah ,0
 ever sex ina cherri red vet witha fat trap niggah keep pussi sooo wet  ,0
 hoe mind  fuck hoe time  fattrel,0
 aint trippen caus like anyway  got niggah got girl anyway  yea anyway ,0
 aint trippen mo  done drop  knock   could neva foo hoe  put ,0
 dont like niggah like  yo bitch   na ill check idc  mine ,0
 fw niggah everyday  neva chang  alway niggah  thru shit niggah ,0
 guess niggah believ ya that proof ya  name lot thing man wont ya ,0
 hate  guesss tri talk mee  ass bitch ,0
 feel like mouthpiec cold  ill give lesson everi niggah ever got turn  low cost   hmu ,0
 know know know  street fuck strong  bitch gon fuck money ,0
 rather jack fuck hoe tbh  shit bore give wife ,0
 realli dont give fuck  start  got hoe  fuck bitch  shit im delet yo ,0
 still dont got time bitch actin iffi  ,0
 thinkkk shee know   maaaa otheeeeeeeer bitch  ,0
 told niggah maya angelo die niggah gon ask  red ninja turtl   wtf ,0
 took bitch set  yo bitch get around set  dick bitch set  yo ,0
 never date femal anoth niggah name lol  wtf ,0
 wonder femal ever sit around think bout yall hoe unfaith yall realli ,0
 wouldnt bring girl around nobodi leo  niggah know wouldnt mess ,0
 im hard kill   im countin cake finest bitch   take makeup still look like finalist  ,0
 im gon ever niggah hit  like everi pictur  get whoever want period   ,0
 im niggah show public babbbbbbyyyy  lol,0
 id rather sit hous day jack bust mission liter chill bitch  ,0
 idk niggah give femal head throw condom lmaooo niggah alreadi ate whole std ,0
 ever put trust ina bitch  ill alway hurt  ,0
 ever put trust ina bitch  ill alway hurt  ,0
 ugli ass niggah   tf chuu baka anyway niggah look like ,0
 yo new niggah cant dress better  even close look better  dnt tri make ,0
 get yo girl took dont mad niggah  mad  caus dont owe loyalti  ,0
 ima kill pussi straight murder shit  ima eat  eat  eat  lick till slap  aye  ,0
 ima pull  eat pussi dip  ,0
 ima real young niggah witha muhhfuckin attitud  walk im yo spot would think niggah mad ,0
 ima young rich niggah tryna fuck niggah bitch  ex rat naybahood fuckin bitch   ,0
 indiana niggah tell muhhfuckin grammar  swear got  hoe like im santa  ,0
 jodi  niggah got boo pregnant  niggah cant take respons ,0
  want nobodi els textinginboxingkikingdmingsnapchattingemail yo girl niggah ,0
 old  lil proton feel  bitch that gon feel  niggah wont kill ,0
 lemm find didnt answer call caus otp niggah ,0
 leo apolonio look niggah drive bike ,0
 look ex profil struggl weak ass niggah  god good ,0
 niggah alsina doin thang  ,0
 make niggah buy ring ya finger   jimmi ya feet  jean back  lingeri ,0
 mann hoe get nothin   dick instruct   mee fucccccckn  said ,0
 mannnnn wake yall bitch ass blood ,0
 charger got fuck  finna wrap cord tf around phone bitch finna charg today cuhz  ,0
 babi mama trippen bitch shoot  ,0
 nah aint hoe niggah  bitch niggah  rich niggah shit niggah getchu chip niggah ,0
 niggah said  girl limit thirsti niggah stay inbox  bitch look like kunta kint ,0
 niggah stay thinkin want girl  nevvvvva niggah ,0
 feelin hoe aint main thang  niggah thang  niggah gangbang  ,0
 g like stop controllin  im like bitch fuck thought  like niggah fuck mean ,0
 ok texa bitch keep textin  callin cryin stressin  bout anoth bitch alleg  ,0
 ok texa bitch keep textin  callin cryin stressin  askin anoth bitch alleg  ,0
 twitter say ridin niggah   that realli fuck  pull trigger  ,0
 rip deshawn   dont know know darkskin niggah hood name deshawn get shot tonight ,0
 ran good game royal niggah ,0
 said aint neva love bitcccccch  bitch steadi lovin  ayeee  ,0
 see gotta get money palm itchin  niggah gossip like hoe bitch ,0
 shawti wanna tell secret rap niggah  tell bitch attract hold  ,0
 drippen vanillaaaaa  know im pussi killaaaa  ,0
 herd dope boy  herd gold digger   know real bitch  fuck like real niggah ,0
 love talk crazi  suck niggah dick  whole lotta spit  let drip  yea catch ,0
 mad like  min got hit right back lol care niggah  ,0
 somebodi come look niggah right  kevin hart voic  lol ,0
 someon let know drake cold   favorit rapper  niggah hard ,0
 south central niggah realli dont lovin hoe  hoe dont lovin niggah   ,0
 fb profil checker thing fake mf  ad bitch yesterday top  fuck fr ,0
 one niggah grab aux cord start playen weak ass music  ,0
 hoe finna like  owiee trey  august  chris brown babi time   lmfaooooooo hoe aint loyal ,0
 niggah bitch call momma tell come getemm  either shoot shoot whoever ,0
 niggah kevin hart couldnt sit lmaoooooooooooo niggah niggah ,0
  cuh went  time settl   hoe     ,0
 niggah yanni like hangin niggah mid sentenc  ,0
 niggah pharrel whatev niggah name dont deserv shit white ass gay song ,0
 runnin  fade niggah tyreon  leo kod lmfaoo,0
 waaaaittt niggah holllllup  niggah come town start wifen old slut  ,0
 wake im bless  steaight kush stress  thankin god success  bitch say im best  ,0
 bestf shyanna pen main niggah ronni jackson iii  movi bound pick homi,0
 yall complain thirst trap  fr  model dress like  ass stfu  dont make hoe wtf ,0
 yall hoe get turn reason  like  owiee got tat  bang  wifi password  ,0
 yall like sayin money dont buy happi  name niggah sit lambo cri ,0
 deserv x august alsina  im dedic old side hoe  ,0
 gottttta mad madddd niggah  sayin name  mustv got madddddd niggah ,0
 messin broke niggah gon broke niggah ,0
 niggah actin like hoe  sale  ,0
 tall tree ass femal  talkin bout  catch feel   bitch need catch touchdown ,0
 come pussi fuck friend  hostel iii realli watch right,0
 good jeter hero yanke sendoff  via espnnewyork,1
caus aint rt jvbir aint eem watchin award yet hoe hatin kim k,0
damn whitey youll get kick newest form white privileg ,0
eff let go  see wendi davi new attack ad  ,1
everi bitch got fat ass  rns,0
forget salut trash guy bad war cairo ii sympath w pockistan gay hurt moral thank king,1
scandal sex scene air abc right great pumpkin charli brown make parent angri ,1
view  gon instagram pictur titl whilebrac yaself nig,0
drown ur pussi swam  easili eloqu messag sent xbox live,0
uturn yellow  aceptar est luz rojo  light take long make bilingu ,1
cont also provid color sticker place nametag member indic prefer pronoun,1
look oomf rt shethepet pretend bitch realli work nah,0
via jacklayton charli angus send   canadian flag pin back conserv  ,1
bow yes bitchmast bitch,0
backflip thissssssss rt krislis nigga switch opinion like faggot,0
gigant rt naezus big faggot rt milliondolrbabi chubb bout earl,0
nicola cage unrol dusti secret scroll say jame madison whini littl bitch,0
search yellow page app nearest jack box,1
sing kill pussi die eye open,0
teacher call pussi senior skip day,0
 rt thegodwrit idoclyf bruh lol retir  everyth trash afterward,1
bitch breath could,0
chop rt  bird call flap hand,1
goe oliv gardenturn crackergiaci goe black friday shoppingturn nigger,0
karat rt sirasshol karrenchi still bird ass bitch,0
live  lol what wrong bitch man ,0
loud jamaican horn  rt kinghorsedick u still singl rt greekoddess yall find ugliest hoe attract,0
make wise argument acceler warholian notion celebr era vine pass teen mock old wrinkl ball,0
pop pussi singl,0
pregnant crazi bitch wus answer look,0
put peoplebitch face,0
rub hand like bird man,1
scroll fb hoe say need man  cuddl cold bitch nobodi wanna touch ratchet ass,0
squak squak squak squakm bird shut upsquakalex act defianc alextalksback,1
wait fanduel hit jig,1
  rt raythagawd  joe budden make peopl delet twitter account  hes pussi tho block,0
 otakon badg im go love refer crippl ribbon,0
kirogx gusta type like retard make person look dumber pretend agre bazinga,0
musclezaub anim cracker want anim cracker shape like master chief troll gun shit thatd rule,0
gtrt maxinbetha humbltonbank ankl sock general faggot bro,0
 rt lovemedarlingg  mani hoe realli,0
help youmayb gotta card  tranni die motel room wife know  applebe gift ,1
 histo requir soundcloud link tumblr bitch might let play parti,0
 feel bad women continu flock dark thug talk big talk simpl mind hoe,0
 bitch catch feel damn time,0
 lol nah hoe dealt yall  ,0
nobodi sell orang flavor color bubblegum fuckin problem giant fuck im go ,0
tweet tabletbal bitch,0
aaaaaaaaand begin rt rileydakafka fuck nigger that kentucki ever,0
im goin back school hoe class two,0
show obama call whitish yall motherfuck would cri racist like lil bitch blackish,0
amber rose rock bald head bald pussi motherfuck,0
your white arent roll eye rt didntdonuffin dreaaalov rip nigga trayvon worthless spear chucker,0
alysssmithh kevee yes inde camel ostrich zebra sept   vccamelrac,1
aussiegrit love austin  webber boon fiawec ,1
 realli talk like buck nigger,0
corybook run around town deliv food peopl take trash perfect boyfriend,1
hoppykerchev could play  minut charli brown wah wah wah adult sound effect instead,1
rashaansalaami  alway feel like go season offens concept inevit trash get good,1
sarahpalinusa wow impeach look use vocab workshop word guess half wrong dumb cunt,0
straatvogel  homeless peopl twitter amsterdam  via ,1
therev hey race bait fbi inform bitch where punk ass speak justic ,0
  travelnevada tri visit thewashoeclub night real spook,1
dawnbaz thank dawn see state bird grace avatar,1
 klain real sole job dampen mushroom bad pr polit fallout head nov elect,1
harmonicab could wear trash bag shed still stylish coolest human know,1
nathirhussein al qaeda market share drop faster viacom amp enron jihadi stock market,1
reddroostermann love obama unrequit howev obama clear putin bitch,0
rustyrocket putin push land china complet revamp arm forc your fuck retard stay countri,0
 babi momma bitch wife like pac u need thug ya life,0
 good girl worth  hoe,0
 loyal girl gt  hoe,0
 day bitch,0
 game  im finish new book  john grisham cold hoe,0
 thang know bitch come n go keep em bussi,0
 time lone hoe watch scandal run,0
 rt naeluckyass ilovebigtraci therealalonig im cross eye im albino cant control,1
 vader sith jedi duh  vader also whini bitch  yoda motherfuck yoda micdrop,0
